HP 1;HP 10;HP 100;HP 101;HP 102;HP 103;HP 104;HP 106;HP 109;HP 11;HP 110;HP 111;HP 112;HP 113;HP 115;HP 116;HP 117;HP 12;HP 121;HP 122;HP 123;HP 124;HP 125;HP 126;HP 127;HP 128;HP 129;HP 13;HP 130;HP 131;HP 132;HP 133;HP 136;HP 138;HP 139;HP 14;HP 140;HP 141;HP 142;HP 143;HP 144;HP 145;HP 146;HP 15;HP 150;HP 152;HP 153;HP 154;HP 156;HP 157;HP 158;HP 159;HP 16;HP 160;HP 161;HP 162;HP 163;HP 165;HP 166;HP 167;HP 168;HP 17;HP 172;HP 173;HP 174;HP 176;HP 177;HP 178;HP 179;HP 18;HP 180;HP 181;HP 182;HP 184;HP 185;HP 186;HP 187;HP 188;HP 19;HP 192;HP 2;HP 20;HP 21;HP 22;HP 23;HP 24;HP 25;HP 26;HP 27;HP 28;HP 29;HP 30;HP 31;HP 32;HP 33;HP 34;HP 35;HP 36;HP 37;HP 38;HP 39;HP 40;HP 41;HP 42;HP 43;HP 44;HP 45;HP 46;HP 47;HP 48;HP 49;HP 50;HP 51;HP 52;HP 53;HP 54;HP 55;HP 56;HP 57;HP 58;HP 59;HP 6;HP 60;HP 65;HP 67;HP 68;HP 69;HP 7;HP 70;HP 71;HP 72;HP 76;HP 77;HP 8;HP 80;HP 81;HP 82;HP 85;HP 86;HP 87;HP 88;HP 89;HP 9;HP 90;HP 93;HP 95;HP 96;HP 98;HP 99
HP 180;272.972778;538.096680;40.462673;4.666755;26.244812;29.142040;543.587952;569.924622;576.672180;550.396851;424.120209;71.220810;85.306046;85.896591;108.065781;108.376656;108.481918;561.931335;540.001343;522.396606;503.831604;129.999908;95.410988;68.201843;125.240417;90.348999;64.421471;461.700470;477.859985;502.826721;499.377075;480.812073;553.471680;250.981003;302.601318;477.688629;265.491028;625.539307;143.320206;108.359650;464.522675;381.038574;347.229004;553.180176;452.536743;568.135864;534.771606;582.418884;364.819916;429.370758;462.625763;464.181488;537.186035;511.656891;602.662964;580.684021;559.393555;339.581696;593.132812;553.397034;473.993286;541.144165;434.108582;452.453064;432.481659;301.440369;216.145920;641.971985;420.791626;525.145020;0.000000;553.483765;215.308136;34.457104;321.348267;391.606689;393.926575;426.471832;532.341675;728.119751;318.182129;516.343018;502.161804;605.875854;522.720947;545.997070;575.695923;552.419800;532.990234;397.913849;443.939484;429.560028;488.490784;474.111328;406.614014;396.546967;385.955139;374.810242;468.217255;454.652374;416.839508;402.376434;396.280640;419.025574;408.761871;462.879700;479.034332;503.838867;460.295776;485.297699;433.223358;537.817871;554.183899;558.841370;715.486084;596.963989;414.724518;317.400360;306.846191;209.522049;395.751587;441.194336;424.472900;445.230011;426.029114;439.620667;458.441528;483.830322;560.283081;582.998169;613.008850;245.064926;606.488220;588.346436;462.860077;410.584137;435.292633;427.084930;501.442444;402.832001;440.564270;381.095276;576.811890;399.165833;498.305695;696.023499;605.553650;587.817505;18.504498
HP 181;417.111267;30.680061;556.937439;548.816956;570.395020;582.625732;687.726440;714.063110;720.810669;42.980202;568.258667;482.861755;468.177704;467.773132;445.603943;445.107086;445.187805;27.530960;75.015236;92.619972;111.184990;439.531708;474.120636;501.329773;453.329651;488.221069;514.148621;300.258942;621.998474;646.965210;643.515564;624.950562;697.610168;395.119507;446.739807;316.247101;287.992737;769.677856;422.405273;445.310059;608.661194;525.177063;491.367493;241.552338;340.447296;97.069695;130.433929;119.993446;188.663834;124.112984;158.577835;202.996399;224.773346;165.199844;68.262604;46.283630;21.078430;227.126968;39.649033;265.720093;452.168182;253.467209;206.572845;418.322968;398.351562;435.880035;350.585571;786.110474;564.930115;236.814377;553.483704;0.000000;338.175598;532.714478;407.479523;535.745178;538.065063;404.646729;262.176971;249.690002;462.320618;245.616364;291.895172;396.806335;361.279449;336.927521;366.626404;390.978333;509.987610;376.088745;422.114380;407.734924;466.665680;452.286224;550.752441;540.685425;530.093628;518.948730;612.355713;598.790833;560.977966;546.514893;540.419067;563.164001;435.108521;441.054596;457.209229;482.013763;438.470673;629.436157;577.361816;328.748352;345.114380;271.164429;237.056396;43.480225;380.594421;283.270264;441.285858;343.961700;193.635880;180.009247;254.729797;217.694275;391.899017;405.490570;424.311432;137.373291;704.421570;727.136658;757.147339;319.626862;220.243301;53.946045;606.998535;554.722595;579.431091;571.223389;645.580933;546.970459;584.702820;525.233765;69.395287;543.304321;336.864166;217.593765;57.147911;39.411777;534.979248
HP 182;224.705368;322.788574;218.761826;210.641388;232.219452;244.450180;495.320526;521.657227;528.404785;335.088715;375.852814;144.686127;130.002106;129.597519;107.428329;106.931480;107.012192;346.623199;324.693237;307.088501;288.523468;128.920105;163.509033;172.963898;143.769379;178.660797;186.736145;246.392334;429.592590;454.559326;451.109680;432.544678;505.204285;202.713608;254.333908;262.380493;50.182884;577.271973;95.052811;107.134460;416.255280;332.771179;298.961609;337.872101;243.171722;352.827759;319.463501;367.110779;149.511780;214.062637;247.317642;248.873367;321.877930;296.348755;387.354828;365.375854;344.085449;135.845764;377.824707;338.088928;335.549500;325.836060;218.800430;248.717133;228.745728;97.704430;12.409964;593.704590;372.524231;309.836884;215.308136;338.175659;0.000000;194.538834;217.135010;343.339294;345.659180;288.028046;317.033600;512.811584;269.914703;301.034912;286.853668;390.567719;307.412842;330.688904;360.387787;337.111725;394.546509;259.470062;305.495697;291.116241;350.046997;335.667542;358.346619;348.279572;337.687744;326.542847;419.949860;406.384979;368.572113;354.109039;348.013245;370.758179;318.489838;324.435913;340.590546;365.395081;321.851990;437.030304;384.955963;322.509735;338.875732;343.533264;500.177948;381.655884;210.988571;113.664421;103.110245;5.786092;180.443451;225.886215;220.736954;229.921860;222.293182;235.884735;254.705582;268.522186;512.015686;534.730774;564.741455;41.328972;391.180054;373.038269;414.592682;362.316742;387.025238;378.817535;453.175049;354.564606;392.296875;332.827881;361.503784;350.898438;282.997559;480.715332;390.245453;372.509308;196.803650
HP 184;239.165665;517.327393;74.919769;39.123859;60.701916;50.409264;509.780792;536.117432;542.865051;529.627563;390.313080;50.451492;64.536728;65.127274;87.296463;87.607338;87.712601;541.162048;519.232056;501.627319;483.062317;104.919815;70.330894;43.121754;90.783310;55.891899;29.964369;440.931152;444.052856;469.019592;465.569946;447.004944;519.664551;217.173904;268.794189;456.919312;244.721710;591.732178;122.550888;87.590332;430.715546;347.231445;313.421875;532.410889;431.767426;547.366577;514.002319;561.649536;344.050598;408.601471;441.856476;443.412201;516.416748;490.887604;581.893677;559.914734;538.624268;318.812408;572.363525;532.627747;453.223969;520.374878;413.339233;431.683746;411.712341;280.671082;195.376602;608.164856;386.984497;504.375702;34.457104;532.714478;194.538818;0.000000;287.541138;357.799561;360.119446;405.702515;511.572418;707.350342;284.375000;495.573730;481.392487;585.106567;501.951660;525.227783;554.926636;531.650513;512.220947;377.144531;423.170166;408.790710;467.721466;453.342010;372.806885;362.739838;352.148010;341.003113;434.410126;420.845245;383.032379;368.569305;362.473511;385.218445;374.954742;442.110382;458.265015;483.069550;439.526459;451.490570;399.416229;517.048584;533.414612;538.072083;694.716675;576.194702;393.955200;296.631073;286.076904;188.752731;374.982300;420.425049;403.703613;424.460663;405.259796;418.851349;437.672211;463.061035;526.475952;549.190979;579.201721;224.295609;585.718811;567.577148;429.052948;376.777008;401.485504;393.277802;467.635315;369.024872;406.757141;347.288147;556.042603;365.358704;477.536377;675.254089;584.784363;567.048218;52.961601
HP 185;48.375488;376.799469;324.801941;316.681519;338.259583;337.950409;429.175446;455.512115;462.259705;364.499329;160.779144;250.726257;236.042221;235.637634;213.468445;212.971588;213.052307;379.948547;332.464294;314.859558;296.294556;195.154495;229.743423;256.952576;196.757843;231.649261;257.576782;166.767670;363.447510;388.414246;384.964600;366.399597;439.059204;136.568542;188.188843;182.755829;179.660858;409.517456;178.028046;213.174576;350.110199;266.626099;158.166138;258.247437;145.602234;310.409851;277.045593;287.486084;218.815704;283.366547;248.901718;204.483139;242.253265;242.279694;339.216919;361.195892;386.401062;286.157227;409.688416;258.464264;167.058777;246.211395;238.548416;442.825928;422.854523;303.267273;217.972794;527.559509;280.465149;230.212234;321.348267;407.479492;217.135010;287.541168;0.000000;128.265610;130.585510;119.537323;237.408920;433.186920;106.101807;221.410248;207.229004;310.943085;227.788177;251.064270;280.763153;257.487061;226.055786;90.979340;137.004974;122.625519;181.556274;167.176819;143.272949;133.205902;122.614075;111.469177;204.876190;191.311310;153.498444;139.035370;132.939575;155.684509;145.420807;155.945190;172.099823;196.904358;153.361267;221.956635;169.882294;242.885101;259.251099;263.908600;420.553314;413.519592;405.097382;307.773224;308.673096;211.348923;308.816772;227.470291;369.910706;249.669846;416.401978;429.993530;448.814392;270.106262;445.870605;468.585663;498.596375;235.437759;311.555359;353.533478;199.519012;147.243073;171.951569;163.743866;238.101379;139.490936;177.223221;117.754211;338.084229;135.824783;203.372894;401.090698;362.562500;380.298645;302.843781
HP 186;118.633896;505.065094;395.060364;386.939941;408.518005;408.208832;471.755035;498.091705;504.839294;492.764954;203.358719;320.984680;306.300629;305.896057;283.726868;283.230011;283.310730;508.214172;460.729919;443.125183;424.560181;265.412903;300.001831;327.210968;267.016266;301.907684;327.835205;295.033295;406.027100;430.993835;427.544189;408.979187;481.638794;206.826950;258.447266;311.021454;306.863831;452.097046;248.286453;283.432983;392.689789;309.205688;228.424545;386.513031;273.867859;438.675476;405.311218;415.751709;347.081299;411.632172;377.167328;332.748749;370.518890;370.545319;467.482544;489.461517;514.666687;413.360199;537.953979;386.729858;235.735825;374.476990;366.814026;570.028931;550.057495;429.471527;344.177063;570.139099;323.044678;358.477844;391.606689;535.745117;343.339294;357.799591;128.265610;0.000000;23.342709;188.214371;365.674530;561.452576;176.360214;349.675873;335.494629;408.817871;356.053802;379.329865;409.028748;385.752686;294.732849;159.656387;205.682022;220.061478;250.233322;264.612793;48.600208;38.533161;15.371265;16.796436;190.721725;177.505142;196.078018;181.614944;25.696766;61.011768;127.722794;224.622238;240.776871;265.581421;222.038315;207.802170;212.461868;371.150696;387.516724;392.174194;548.818970;541.785156;532.300354;434.976196;434.877350;337.553192;437.082397;355.735901;498.176331;377.935455;543.604980;557.196533;576.017395;398.371887;488.450195;511.165253;541.175964;362.640747;439.820984;481.799103;185.364548;189.822647;212.931992;205.072586;145.287277;44.818195;82.550476;10.511402;466.349854;28.581982;331.638519;529.356323;490.828125;508.564270;373.102203
HP 187;120.953804;507.384979;397.380249;389.259827;410.837891;410.528778;474.074921;500.411591;507.159180;495.084839;205.678619;323.304565;308.620514;308.215942;286.046753;285.549896;285.630615;510.534058;463.049805;445.445068;426.880066;267.732788;302.321716;329.530853;269.336182;304.227600;330.155121;297.353180;408.346985;433.313721;429.864075;411.299072;483.958679;209.146851;260.767151;313.341339;309.183716;454.416931;250.606354;285.752869;395.009674;311.525574;230.744446;388.832916;276.187744;440.995361;407.631104;418.071594;349.401215;413.952057;379.487213;335.068634;372.838776;372.865204;469.802429;491.781403;516.986572;415.680084;540.273926;389.049744;238.055725;376.796875;369.133911;572.348877;552.377441;431.791412;346.496948;572.458984;325.364563;360.797729;393.926575;538.065063;345.659180;360.119507;130.585510;23.342709;0.000000;190.534271;367.994415;563.772461;178.680115;351.995758;337.814514;411.137756;358.373688;381.649750;411.348633;388.072571;297.052734;161.976288;208.001923;222.381378;252.553223;266.932678;50.920113;40.853065;17.691170;19.116341;193.041626;179.825043;198.397919;183.934845;28.016670;63.331673;130.042694;226.942139;243.096771;267.901306;224.358215;210.122070;214.781769;373.470581;389.836609;394.494080;551.138794;544.105103;534.620239;437.296082;437.197235;339.873077;439.402283;358.055786;500.496216;380.255341;545.924866;559.516479;578.337341;400.691772;490.770081;513.485107;543.495850;364.960632;442.140869;484.118988;187.684448;192.142548;215.251892;207.392487;147.607178;47.138100;84.870384;12.831306;468.669739;5.239272;333.958405;531.676208;493.148010;510.884155;375.422089
HP 188;166.832733;373.966705;429.925537;421.805115;443.383179;455.613922;519.953857;546.290527;553.038086;361.666565;251.557556;355.849854;341.165802;340.761230;318.592041;318.095184;318.175903;377.115784;329.631531;312.026794;293.461761;301.311737;335.900665;363.109802;315.109680;350.001099;375.928619;163.934875;454.225891;479.192627;475.742981;457.177979;529.837585;255.025787;306.646088;179.923035;250.553894;500.295898;284.185303;318.298157;440.888580;357.404510;276.623383;255.414642;142.769440;307.577087;274.212830;284.653320;215.982910;280.533783;246.068924;201.650345;239.420471;239.446899;336.384155;358.363129;383.568298;284.081543;406.855652;255.631470;47.521454;243.378601;235.715622;452.204285;432.232880;374.160278;288.865814;618.337891;371.243530;227.379440;426.471863;404.646729;288.028046;405.702545;119.537323;188.214371;190.534271;0.000000;234.576126;430.354095;224.559052;218.577454;204.396210;220.603485;224.955383;248.231476;250.000916;225.527740;106.518463;28.557983;17.467651;31.847107;62.018951;76.398407;203.221710;193.154663;182.562836;171.417938;295.654602;282.089722;244.276855;229.813782;192.888336;215.633270;87.577759;36.407867;52.562500;77.367035;33.823944;312.735046;260.660706;240.052307;256.418335;261.075806;417.720490;410.686829;414.475739;317.151581;379.566101;282.241943;305.984009;224.637497;367.077942;246.837051;425.780334;439.371887;458.192749;267.273468;536.648987;559.364075;589.374756;288.822418;308.722595;350.700714;290.297424;238.021484;262.729980;254.522278;299.908783;199.439697;237.171982;177.702972;335.251465;195.773544;200.540100;398.257874;359.729736;377.465881;407.967377
HP 19;285.784424;231.496918;535.795471;527.674988;549.253052;561.483765;666.584412;692.921082;699.668640;219.196777;398.188080;461.719727;447.035675;446.631104;424.461914;423.965057;424.045776;234.646011;226.949600;209.344864;190.779846;418.389679;452.978607;480.187744;432.187622;467.079041;493.006561;70.641251;600.856445;625.823181;622.373535;603.808533;676.468140;373.977478;425.597778;54.653091;266.850708;646.926392;401.263245;424.168030;587.519165;504.035034;395.575073;20.838516;170.376694;201.457748;171.530899;142.183533;225.645340;219.051102;185.796097;169.081390;37.403633;136.764984;193.914368;215.893341;241.098541;293.743988;264.385803;21.055344;282.097595;8.802475;203.146667;461.866699;441.895294;414.738007;329.443542;764.968445;517.874023;25.362595;532.341736;262.176971;317.033569;511.572418;237.408920;365.674530;367.994415;234.576126;0.000000;229.527344;343.510742;16.560614;30.179916;135.091080;99.685440;75.212265;104.911148;129.384323;248.393600;206.018143;252.043777;237.664322;292.893097;278.513672;380.681854;370.614807;360.022980;348.878082;442.285126;428.720245;390.907379;376.444305;370.348480;393.093414;265.037903;270.984009;287.138641;308.241180;268.400085;459.365570;407.291229;67.033096;83.399109;26.499680;216.893738;268.216980;424.138153;326.813995;420.143829;322.819672;273.415039;192.068542;334.508972;214.268097;435.442749;449.034302;467.855164;164.591553;683.279541;705.994629;736.005310;298.484833;107.895760;208.230927;436.927948;384.652008;409.360504;401.152802;475.510315;376.899841;414.632111;355.163116;192.781693;373.233673;75.270157;197.431107;217.259933;234.996063;513.837280
HP 192;481.562408;219.009933;731.573547;723.453064;745.031128;757.261841;862.362366;888.699036;895.446594;206.709793;593.966064;657.497742;642.813782;642.409180;620.239990;619.743164;619.823853;222.159042;217.105270;234.710007;253.275024;614.167664;648.756592;675.965759;627.965515;662.856934;688.784485;267.609283;796.634399;821.601135;818.151489;799.586487;872.246094;569.755432;621.375732;283.597443;462.628693;842.704346;597.041260;619.946106;783.297119;699.812988;591.353088;208.902679;366.154694;188.970764;222.335007;145.700851;363.299805;298.748962;265.493958;263.938232;192.123688;216.462845;181.427399;203.406372;228.611572;401.762970;251.898849;233.070419;477.875580;220.817551;331.652893;592.958984;572.987549;610.515991;525.221558;960.746399;713.652039;204.164719;728.119812;249.690002;512.811584;707.350464;433.186920;561.452576;563.772461;430.354126;229.527313;0.000000;539.288696;212.966705;259.245514;364.156677;328.629791;304.277863;333.976746;358.328674;477.337952;401.796143;447.821777;433.442322;492.373077;477.993622;576.459839;566.392822;555.801025;544.656128;638.063110;624.498230;586.685364;572.222290;566.126465;588.871399;460.815918;466.761993;482.916626;507.721161;464.178070;655.143555;603.069214;296.098694;312.464722;238.514755;51.558861;255.730042;555.230408;457.906250;615.921814;518.597656;368.271851;286.925385;429.365784;342.774323;566.535034;580.126587;598.947449;244.289413;879.057495;901.772583;931.783264;494.262848;122.678947;195.743958;632.705933;580.429993;605.138489;596.930786;671.288330;572.677856;610.410217;550.941162;180.294708;569.011719;304.214508;32.096230;204.772964;222.509094;709.615356
HP 2;57.726318;446.933533;321.635803;313.515381;335.093445;334.784271;365.432037;391.768707;398.516296;459.233673;208.873749;247.560120;232.876083;232.471497;210.302307;209.805450;209.886169;470.768158;438.566101;420.961365;402.396362;191.988358;226.577286;253.786423;193.591705;228.483124;254.410660;272.869476;299.704102;324.670837;321.221191;302.656189;375.315796;133.402405;185.022705;288.857635;233.439285;420.052246;174.861908;210.008438;286.366791;202.882690;94.422729;364.349213;251.704041;416.511658;383.147400;393.587891;273.656769;338.207611;355.003510;310.584930;348.355072;348.381500;445.318726;467.297699;468.230408;339.935669;501.969666;364.566040;272.080505;352.313171;342.945435;496.604370;476.632965;356.046967;270.752502;463.816101;242.635727;336.314026;318.182129;462.320618;269.914734;284.375031;106.101807;176.360214;178.680115;224.559052;343.510712;539.288757;0.000000;327.512054;313.330811;417.044861;333.889984;357.166046;386.864929;363.588867;331.077515;196.001068;242.026703;228.727325;286.578003;273.278625;191.367554;181.300507;170.708679;159.563782;252.970795;239.405914;201.593048;187.129974;181.034180;203.779114;193.515411;260.966919;277.121552;301.926086;258.382996;270.051239;217.976898;348.986877;365.352905;370.010376;526.655151;505.800842;458.875824;361.551666;361.452789;264.128632;363.657837;333.572083;424.751770;354.066864;470.180420;483.771973;502.592834;376.208069;382.127197;404.842255;434.852966;289.216217;417.657166;459.635284;247.613617;195.337677;220.046173;211.838470;286.195984;187.585541;225.317825;165.848816;444.186035;183.919388;309.474701;507.192505;468.664307;486.400452;299.677643
HP 20;269.785736;214.936310;519.796753;511.676331;533.254395;545.485107;650.585693;676.922363;683.669922;202.636169;382.189392;445.721069;431.037018;430.632446;408.463257;407.966400;408.047119;218.085403;210.388977;192.784241;174.219223;402.391022;436.979950;464.189087;416.188965;451.080383;477.007904;54.642570;584.857727;609.824463;606.374817;587.809814;660.469421;357.978790;409.599091;70.630730;250.852036;630.927734;385.264587;408.169373;571.520447;488.036346;379.576385;37.399132;154.378021;184.897141;154.970276;125.622925;209.646667;202.490479;169.235474;153.082703;20.843018;120.204361;177.353760;199.332733;224.537933;277.745300;247.825211;37.615959;266.098907;25.363089;187.147995;445.868042;425.896637;398.739349;313.444885;748.969727;501.875366;8.801982;516.343079;245.616364;301.034912;495.573761;221.410248;349.675873;351.995758;218.577454;16.560614;212.966705;327.512054;0.000000;46.278782;151.189941;115.663078;91.311127;121.010010;145.361969;264.371246;190.019470;236.045105;221.665649;280.596405;266.216949;364.683197;354.616150;344.024323;332.879425;426.286438;412.721558;374.908691;360.445618;354.349823;377.094757;249.039246;254.985321;271.139954;295.944489;252.401398;443.366882;391.292542;83.131958;99.497971;43.060295;200.333115;251.656403;408.139496;310.815338;404.145172;306.821014;257.416321;176.069855;318.510254;198.269424;419.444092;433.035645;451.856506;148.030930;667.280823;689.995911;720.006592;282.486176;91.335144;191.670319;420.929260;368.653320;393.361816;385.154114;459.511627;360.901184;398.633453;339.164459;176.221085;357.235016;91.247795;180.870483;200.699326;218.435455;497.838593
HP 21;255.604492;261.215088;505.615540;497.495117;519.073181;531.303894;636.404480;662.741150;669.488708;248.914963;368.008148;431.539856;416.855804;416.451233;394.282043;393.785187;393.865906;264.364197;256.667786;239.063034;220.498016;388.209747;422.798676;450.007812;402.007690;436.899109;462.826630;40.461334;570.676514;595.643250;592.193604;573.628601;646.288208;343.797546;395.417847;24.473175;236.670792;616.746460;371.083313;393.988159;557.339233;473.855103;365.395142;51.018433;140.196777;231.175934;201.249069;171.901718;195.465424;217.784897;183.320053;138.901474;67.121803;166.483154;223.632568;245.611542;270.816711;263.564087;294.104034;51.235260;251.917664;38.982391;172.966751;431.686798;411.715393;384.558136;299.263672;734.788513;487.694092;55.080765;502.161865;291.895142;286.853699;481.392548;207.229004;335.494629;337.814514;204.396210;30.179916;259.245514;313.330811;46.278782;0.000000;104.911163;69.505524;45.032349;74.731232;99.204407;218.213684;175.838226;221.863861;207.484406;262.713196;248.333740;350.501953;340.434906;329.843079;318.698181;412.105194;398.540314;360.727448;346.264374;340.168579;362.913513;234.858002;240.804077;256.958710;278.061279;238.220154;429.185638;377.111298;36.853180;53.219193;56.679596;246.611908;297.935242;393.958252;296.634094;389.963959;292.639801;243.235123;161.888626;304.329041;184.088181;405.262848;418.854401;437.675262;194.309723;653.099609;675.814697;705.825378;268.304932;137.613922;237.949127;406.748016;354.472076;379.180573;370.972870;445.330383;346.719940;384.452209;324.983215;222.499878;343.053772;45.090240;227.149277;246.978134;264.714264;483.657379
HP 22;359.318573;366.126251;609.329651;601.209167;622.787231;635.017944;740.118530;766.455200;773.202759;353.826111;471.722229;535.253845;520.569885;520.165283;497.996094;497.499237;497.579956;369.275330;361.578918;343.974182;325.409180;491.923828;526.512756;553.721924;505.721771;540.613159;566.540710;144.175415;674.390564;699.357300;695.907654;677.342651;750.002258;447.511627;499.131927;128.187256;340.384857;720.460449;474.797394;497.702209;661.053284;577.569153;469.109222;155.929596;165.779663;336.087067;306.160217;276.812866;299.179504;321.498993;287.034149;242.615555;172.032959;271.394318;328.543701;350.522675;375.727844;367.278137;399.015198;156.146423;195.309204;143.893555;276.680847;535.400879;515.429443;488.272186;402.977722;838.502563;591.408203;159.991928;605.875916;396.806274;390.567749;585.106567;310.943085;408.817871;411.137756;220.603485;135.091080;364.156586;417.044891;151.189941;104.911163;0.000000;83.593727;59.878815;30.179932;53.894844;114.085030;249.161469;203.135834;188.756378;158.584534;144.205078;423.825195;413.758148;403.166321;392.021423;515.819275;502.254395;464.441528;449.978455;413.491821;436.236755;308.181244;184.195618;200.350250;173.932617;219.492126;532.899719;480.825378;68.057983;84.423996;161.590759;351.522980;402.846375;497.672333;400.348175;493.678009;396.353851;346.949219;265.602722;408.043152;287.802277;508.976929;522.568481;541.389343;299.220886;756.813660;779.528748;809.539429;372.019012;242.525085;342.860260;510.462097;458.186157;482.894653;474.686951;520.512268;420.043182;457.775452;398.306458;327.411011;416.377014;107.570183;332.060364;351.889282;369.625427;587.371460
HP 23;276.163666;330.599335;526.174683;518.054260;539.632324;551.863037;656.963623;683.300293;690.047852;318.299194;388.567322;452.098999;437.414948;437.010376;414.841187;414.344330;414.425049;333.748474;287.441833;269.837097;251.272064;408.768951;443.357880;470.567017;422.566895;457.458313;483.385834;61.020508;591.235657;616.202393;612.752747;594.187744;666.847351;364.356720;415.977020;45.032349;257.229980;637.305664;391.642517;414.547302;577.898376;494.414276;385.954315;120.523956;160.755951;265.387360;232.023117;241.285980;216.024597;238.344070;203.879227;159.460648;136.506088;197.257202;293.016815;314.995789;340.200989;284.123230;363.488312;120.740784;229.932343;108.487915;193.525925;452.245972;432.274567;405.117279;319.822815;755.347656;508.253296;124.465057;522.721008;361.279419;307.412842;501.951691;227.788177;356.053802;358.373688;224.955383;99.685440;328.629730;333.889984;115.663078;69.505524;83.593727;0.000000;24.473175;54.172058;29.698883;148.708160;196.397400;237.758972;223.379517;193.207672;178.828217;371.061127;360.994080;350.402252;339.257355;432.664368;419.099487;381.286621;366.823547;360.727753;383.472687;255.417175;218.818756;234.973389;208.555756;254.115265;449.744812;397.670471;32.652344;49.018356;126.185120;315.996124;367.319519;414.517426;317.193268;410.523102;313.198944;263.794312;182.447800;324.888245;204.647354;425.822021;439.413574;458.234436;225.083771;673.658752;696.373840;726.384521;288.864105;206.998199;307.333374;427.307190;375.031250;399.739746;391.532043;465.889557;367.279114;405.011383;345.542389;291.884125;363.612946;24.415283;296.533508;316.362396;334.098541;504.216522
HP 24;299.439758;306.247406;549.450745;541.330261;562.908325;575.139038;680.239746;706.576416;713.323975;293.947266;411.843414;475.375061;460.691010;460.286438;438.117249;437.620392;437.701111;309.396545;301.700073;284.095337;265.530334;432.045013;466.633942;493.843079;445.842957;480.734375;506.661896;84.296593;614.511780;639.478516;636.028870;617.463867;690.123474;387.632812;439.253113;68.308434;280.506042;660.581665;414.918579;437.823364;601.174500;517.690369;409.230408;96.050781;184.032043;276.208252;246.281403;216.934052;239.300690;261.620178;227.155319;182.736740;112.154152;211.515488;268.664886;290.643860;315.849060;307.399323;339.136383;96.267609;254.405518;84.014740;216.802017;475.522034;455.550629;428.393341;343.098877;778.623779;531.529358;100.113113;545.997009;336.927490;330.688904;525.227722;251.064270;379.329895;381.649780;248.231476;75.212265;304.277863;357.166077;91.311134;45.032349;59.878815;24.473175;0.000000;29.698883;54.172058;173.181335;219.673492;262.232147;247.852692;217.680847;203.301392;394.337219;384.270172;373.678345;362.533447;455.940460;442.375580;404.562714;390.099640;384.003845;406.748779;278.693268;243.291931;259.446564;233.028931;278.588440;473.020905;420.946564;8.179169;24.545181;101.711945;291.644257;342.967590;437.793488;340.469330;433.799164;336.475006;287.070374;205.723892;348.164307;227.923447;449.098083;462.689636;481.510498;239.342056;696.934875;719.649963;749.660645;312.140167;182.646271;282.981445;450.583282;398.307343;423.015839;414.808136;489.165649;390.555206;428.287476;368.818481;267.532196;386.889038;47.691368;272.181641;292.010468;309.746613;527.492554
HP 25;329.138641;335.946320;579.149719;571.029236;592.607300;604.838013;709.938599;736.275269;743.022827;323.646179;441.542297;505.073975;490.389923;489.985352;467.816162;467.319305;467.400024;339.095459;331.398987;313.794250;295.229248;461.743896;496.332825;523.541992;475.541840;510.433258;536.360779;113.995476;644.210632;669.177368;665.727722;647.162720;719.822327;417.331696;468.951996;98.007317;310.204926;690.280640;444.617462;467.522278;630.873352;547.389221;438.929291;125.749664;195.177094;305.907166;275.980286;246.632935;268.999573;291.319061;256.854187;212.435623;141.853027;241.214371;298.363800;320.342773;345.547974;337.098206;368.835297;125.966492;224.706635;113.713623;246.500900;505.220947;485.249542;458.092255;372.797791;808.322632;561.228333;129.811996;575.695984;366.626404;360.387817;554.926636;280.763153;409.028778;411.348663;250.000916;104.911148;333.976715;386.864960;121.010010;74.731232;30.179932;54.172058;29.698883;0.000000;24.473175;143.482452;249.372375;232.533264;218.153809;187.981964;173.602509;424.036102;413.969055;403.377228;392.232330;485.639343;472.074463;434.261597;419.798523;413.702728;436.447662;308.392151;213.593048;229.747681;203.330048;248.889557;502.719788;450.645447;37.878052;54.244064;131.410828;321.343109;372.666504;467.492401;370.168243;463.498077;366.173920;316.769287;235.422775;377.863220;257.622314;478.796997;492.388550;511.209412;269.040955;726.633728;749.348816;779.359497;341.839081;212.345154;312.680359;480.282166;428.006226;452.714722;444.507019;518.864502;420.254089;457.986359;398.517365;297.231110;416.587921;77.390251;301.880493;321.709381;339.445526;557.191528
